Date,Time,Crop_Type,Solar_Energy_Production_kWh,Temperature_C,Rainfall_mm,Soil_Moisture_Content,pH
19/2/2022,14:30:00,Lettuce,4.16,31.86,25.91,46.08,6.84
19/2/2022,16:45:00,Lettuce,1.72,28.78,27.69,42.12,5.14
19/2/2022,19:15:00,Lettuce,0.67,26.42,25.53,45.01,6.06
20/2/2022,7:15:00,Lettuce,0.44,30.32,16.17,41.88,6.41
20/2/2022,9:30:00,Lettuce,2.98,25.14,10.16,48.3,6.84
20/2/2022,12:00:00,Lettuce,4.51,28.23,21.77,50.89,5.09
20/2/2022,14:30:00,Lettuce,4.48,31.8,27.82,43.12,5.07
20/2/2022,16:45:00,Lettuce,1.32,24.59,26.33,43.68,6.3
20/2/2022,19:15:00,Lettuce,0.21,28.67,15.74,45.45,5.65
21/2/2022,7:15:00,Lettuce,0.88,25.52,14.93,46.15,6.26
21/2/2022,9:30:00,Lettuce,2.85,27.48,10.6,46.28,5.32
21/2/2022,12:00:00,Lettuce,5.29,28.76,28.82,49.43,5.53
21/2/2022,14:30:00,Lettuce,4.52,28.49,22.89,46.61,6.34
21/2/2022,16:45:00,Lettuce,2.02,27.54,10.82,40.59,5.52
21/2/2022,19:15:00,Lettuce,0.75,28.75,13.67,46.37,6.16
22/2/2022,7:15:00,Lettuce,0.65,23.96,13.43,42.79,6.85
22/2/2022,9:30:00,Lettuce,2.33,26.33,22.26,39.54,6.8
22/2/2022,12:00:00,Lettuce,5.75,28.84,23.81,42.04,5.21
22/2/2022,14:30:00,Lettuce,4.84,30.78,10.96,52.18,6.48
22/2/2022,16:45:00,Lettuce,1.31,31.94,21.36,39.63,6.65
22/2/2022,19:15:00,Lettuce,0.58,23.43,12.84,45.76,6.84
23/2/2022,7:15:00,Lettuce,0.79,24.19,10.85,45.23,6.25
23/2/2022,9:30:00,Lettuce,1.71,31.51,27.3,50.63,5.27
23/2/2022,12:00:00,Lettuce,5.3,25.03,13.07,50.81,5.39
23/2/2022,14:30:00,Lettuce,3.81,24.21,20.98,42.6,5.24
23/2/2022,16:45:00,Lettuce,1.02,23.1,14.5,44.9,5.85
23/2/2022,19:15:00,Lettuce,0.37,29.72,23.38,47.99,6.96
24/2/2022,7:15:00,Lettuce,0.63,27.45,27.68,44.82,5.45
24/2/2022,9:30:00,Lettuce,2.51,30.73,20.78,40.32,6.82
24/2/2022,12:00:00,Lettuce,5.97,28.9,22.65,39.2,6.5
24/2/2022,14:30:00,Lettuce,3.86,25.59,22.35,41.1,5.02
24/2/2022,16:45:00,Lettuce,1.2,31.7,16.12,46.35,5.63
24/2/2022,19:15:00,Lettuce,0.74,27.3,28.34,40.27,6.72
25/2/2022,7:15:00,Lettuce,0.79,31.69,17.76,43.61,5.35
25/2/2022,9:30:00,Lettuce,2.03,28.47,25.84,45.88,6.66
25/2/2022,12:00:00,Lettuce,5.49,26.59,21.47,38.23,5.79
25/2/2022,14:30:00,Lettuce,3.79,29.76,27.27,43.78,6.65
25/2/2022,16:45:00,Lettuce,1.15,27.71,21.74,37.69,5.38
25/2/2022,19:15:00,Lettuce,0.54,28.93,26.9,42.71,6.07
26/2/2022,7:15:00,Lettuce,0.89,27.93,12.88,49.75,5.19
26/2/2022,9:30:00,Lettuce,2.78,28.81,28.34,45.62,6.18
26/2/2022,12:00:00,Lettuce,4.51,23.52,20.38,41.82,5.93
26/2/2022,14:30:00,Lettuce,4.61,31.24,10.74,38.69,6.43
26/2/2022,16:45:00,Lettuce,1.48,31.76,13.82,43.92,5.28
26/2/2022,19:15:00,Lettuce,0.3,30.27,26.47,44.92,5.2
27/2/2022,7:15:00,Lettuce,0.68,26.41,20.45,38.48,6.08
27/2/2022,9:30:00,Lettuce,2.05,26.43,29.61,49.23,6.88
27/2/2022,12:00:00,Lettuce,5.88,28.31,12.21,35.32,6.79
27/2/2022,14:30:00,Lettuce,4.03,25.83,14.29,44.49,6.13
27/2/2022,16:45:00,Lettuce,1.96,23.63,17.21,41.46,6.96
27/2/2022,19:15:00,Lettuce,0.33,31.47,18.14,40.07,5.12
28/2/2022,7:15:00,Lettuce,0.5,29.48,20.13,48.89,6.43
28/2/2022,9:30:00,Lettuce,2.16,27.79,28.37,42.91,5.5
28/2/2022,12:00:00,Lettuce,4.38,27.41,21.3,48.72,5.49
28/2/2022,14:30:00,Lettuce,3.23,26.58,22.56,43.63,5.61
28/2/2022,16:45:00,Lettuce,2.23,26.18,19.61,48.9,5.59
28/2/2022,19:15:00,Lettuce,0.8,23.27,14.27,46,6.86
1/3/2022,7:15:00,Lettuce,0.89,30.06,19.18,17.8,6.25
1/3/2022,9:30:00,Lettuce,1.54,33.53,15.47,8.95,6.96
1/3/2022,12:00:00,Lettuce,5.77,28.67,17.05,19.08,6.97
1/3/2022,14:30:00,Lettuce,4.47,29.43,13.4,18.71,6.57
1/3/2022,16:45:00,Lettuce,1.13,24.68,19.11,14.29,6.92
1/3/2022,19:15:00,Lettuce,0.25,24.33,14.36,15.48,6.65
2/3/2022,7:15:00,Lettuce,0.78,28.35,9.49,14.77,6.12
2/3/2022,9:30:00,Lettuce,2.57,27.08,13.71,10.79,6.18
2/3/2022,12:00:00,Lettuce,5.43,26.04,15.51,16.38,6.08
2/3/2022,14:30:00,Lettuce,4.87,31.22,17.35,13.89,6.37
2/3/2022,16:45:00,Lettuce,2.48,26.25,16.53,14.84,6.83
2/3/2022,19:15:00,Lettuce,0.55,26.93,15.03,19.13,6.32
3/3/2022,7:15:00,Lettuce,0.65,29.24,19.12,16.68,6.03
3/3/2022,9:30:00,Lettuce,2.13,27.5,18.77,14.45,6.81
3/3/2022,12:00:00,Lettuce,4.65,29.94,13.3,21.68,6.53
3/3/2022,14:30:00,Lettuce,4.55,24.94,10.97,17.12,6.84
3/3/2022,16:45:00,Lettuce,2.35,23.37,15.56,14.18,6.14
3/3/2022,19:15:00,Lettuce,0.34,25.64,8.22,17.4,6.13
4/3/2022,7:15:00,Lettuce,0.74,29.52,15.48,18.84,6.97
4/3/2022,9:30:00,Lettuce,2.6,26.37,22.24,19.86,6.89
4/3/2022,12:00:00,Lettuce,4.4,20.66,16.25,10.75,6.65
4/3/2022,14:30:00,Lettuce,4.76,28.66,11.22,19.11,6.73
4/3/2022,16:45:00,Lettuce,1.77,28.79,14.66,22.22,6.18
4/3/2022,19:15:00,Lettuce,0.33,24.86,12.96,12.38,6.07
5/3/2022,7:15:00,Lettuce,0.58,23.05,17.79,21.43,6.85
5/3/2022,9:30:00,Lettuce,1.76,23.96,10.89,14.6,6.76
5/3/2022,12:00:00,Lettuce,5,24.99,11.9,15.25,6.77
5/3/2022,14:30:00,Lettuce,3.98,23.62,14.59,14.24,6.85
5/3/2022,16:45:00,Lettuce,2.05,25.29,15.21,14.19,6.97
5/3/2022,19:15:00,Lettuce,0.36,34.42,17.11,8.48,6.74
6/3/2022,7:15:00,Lettuce,0.6,23.01,17.92,20.41,6.36
6/3/2022,9:30:00,Lettuce,2.3,28.89,14.99,18.45,6.01
6/3/2022,12:00:00,Lettuce,5.54,22.53,13.53,12,6.6
6/3/2022,14:30:00,Lettuce,3.42,28.02,21,20.98,6.02
6/3/2022,16:45:00,Lettuce,1.41,23.73,13.05,15.53,6.56
6/3/2022,19:15:00,Lettuce,0.48,24.69,11.11,13.37,6.88
7/3/2022,7:15:00,Lettuce,0.45,32.24,15,12.69,6.57
7/3/2022,9:30:00,Lettuce,2.93,25.39,10.28,8.49,6.54
7/3/2022,12:00:00,Lettuce,4.97,27.83,7.54,10.03,6.45
7/3/2022,14:30:00,Lettuce,4.03,23.14,9.13,15.29,6.27
7/3/2022,16:45:00,Lettuce,1.17,30.24,17.66,15.39,6.47
7/3/2022,19:15:00,Lettuce,0.72,31.68,16.53,17.9,6.36
8/3/2022,7:15:00,Lettuce,0.93,31.27,10.5,11.64,6.66
8/3/2022,9:30:00,Lettuce,2.53,28.3,13.57,15.94,6.15
8/3/2022,12:00:00,Lettuce,4.24,30.08,14.88,16.69,6.92
8/3/2022,14:30:00,Lettuce,3.7,28.89,10.23,13.05,6.33
8/3/2022,16:45:00,Lettuce,1.98,33.62,16.64,16.2,6.39
8/3/2022,19:15:00,Lettuce,0.74,26.82,16.02,15.96,6.49
9/3/2022,7:15:00,Lettuce,0.5,26.2,8.07,12.46,6.38
9/3/2022,9:30:00,Lettuce,1.98,29.18,8.81,6.49,6.05
9/3/2022,12:00:00,Lettuce,4.89,27.59,13.49,14.18,6.6
9/3/2022,14:30:00,Lettuce,3.34,26.65,16.73,13.63,6.27
9/3/2022,16:45:00,Lettuce,2.01,32.62,12.24,8.57,6.52
9/3/2022,19:15:00,Lettuce,0.5,27.47,15.48,15.69,6.84
10/3/2022,7:15:00,Lettuce,0.62,22.21,18.45,13.59,6.01
10/3/2022,9:30:00,Lettuce,1.78,29.59,13.99,8.36,6.67
10/3/2022,12:00:00,Lettuce,5.92,29.02,13.2,14.63,6.31
10/3/2022,14:30:00,Lettuce,3.93,32.66,13.84,17.24,6.66
10/3/2022,16:45:00,Lettuce,1.59,29.88,18.85,15.97,6.73
10/3/2022,19:15:00,Lettuce,0.76,34.14,20.27,16.89,6.46
11/3/2022,7:15:00,Lettuce,0.37,25.64,14.51,13.07,6.57
11/3/2022,9:30:00,Lettuce,2.54,26.96,16.5,13.23,6.06
11/3/2022,12:00:00,Lettuce,5.67,20.16,13.87,13.95,6.89
11/3/2022,14:30:00,Lettuce,3.9,25.09,14.02,13.31,6.22
11/3/2022,16:45:00,Lettuce,1.93,27.22,18.52,10.31,6.72
11/3/2022,19:15:00,Lettuce,0.66,32.51,16.9,14.71,6.87
12/3/2022,7:15:00,Lettuce,0.57,29.2,17.45,16.46,6.45
12/3/2022,9:30:00,Lettuce,1.86,32.74,20.56,9.07,6.51
12/3/2022,12:00:00,Lettuce,4.64,28.3,15.61,14.04,6.76
12/3/2022,14:30:00,Lettuce,4.63,27.81,17.28,13.35,6.01
12/3/2022,16:45:00,Lettuce,1.75,29.26,16.81,15.88,6.04
12/3/2022,19:15:00,Lettuce,0.6,29.44,16.29,15.72,6.42
13/3/2022,7:15:00,Lettuce,0.57,20.83,15.69,19.01,6.28
13/3/2022,9:30:00,Lettuce,2.85,31.99,15.55,11.27,6.21
13/3/2022,12:00:00,Lettuce,4.39,27.66,17.69,8.79,6.4
13/3/2022,14:30:00,Lettuce,3.06,28.92,18.76,18.28,6.08
13/3/2022,16:45:00,Lettuce,2.09,29.78,15.25,6.78,6.1
13/3/2022,19:15:00,Lettuce,0.35,34.31,12.52,11.05,6.1
14/3/2022,7:15:00,Lettuce,0.49,29.91,9.95,15.41,6.32
14/3/2022,9:30:00,Lettuce,2.95,27.99,19.04,20.61,6.82
14/3/2022,12:00:00,Lettuce,4.43,26.97,11.79,11.1,6.25
14/3/2022,14:30:00,Lettuce,4.57,27.38,23.26,13.89,6.19
14/3/2022,16:45:00,Lettuce,1.89,25.22,14.43,12.04,6.95
14/3/2022,19:15:00,Lettuce,0.49,31.71,17.31,11.51,6.49
15/3/2022,7:15:00,Lettuce,0.45,25.73,14.49,16.91,6.67
15/3/2022,9:30:00,Lettuce,1.92,26.36,14.66,17.81,6.83
15/3/2022,12:00:00,Lettuce,5.04,30.26,9.55,19.82,6.31
15/3/2022,14:30:00,Lettuce,3.15,26.32,12.56,18.04,6.37
15/3/2022,16:45:00,Lettuce,1.42,25.38,19.08,13.23,6.8
15/3/2022,19:15:00,Lettuce,0.3,26.36,16.28,15.38,6.16
16/3/2022,7:15:00,Lettuce,0.49,29.99,12.39,13.82,6.23
16/3/2022,9:30:00,Lettuce,2.89,27.79,21.53,11.11,6.55
16/3/2022,12:00:00,Lettuce,5.94,28.6,16.14,13.19,6.66
16/3/2022,14:30:00,Lettuce,4.45,28.12,15.45,9.85,6.09
16/3/2022,16:45:00,Lettuce,1.75,32.67,16.56,10.28,6.73
16/3/2022,19:15:00,Lettuce,0.62,29.48,17.69,17.99,6.39
17/3/2022,7:15:00,Lettuce,0.97,30.91,8.5,13.23,6.33
17/3/2022,9:30:00,Lettuce,2.81,25.09,8.66,12.33,6.69
17/3/2022,12:00:00,Lettuce,5.74,29.67,16.09,22.32,6.41
17/3/2022,14:30:00,Lettuce,4.13,27.08,19.04,16.75,6.44
17/3/2022,16:45:00,Lettuce,2.43,27.9,15.68,22.37,6.54
17/3/2022,19:15:00,Lettuce,0.36,28.8,15.84,11.93,6.95
18/3/2022,7:15:00,Lettuce,0.39,24.5,14.1,19.77,6.73
18/3/2022,9:30:00,Lettuce,2.34,30.72,14.2,15.91,6.66
18/3/2022,12:00:00,Lettuce,4.48,26.66,12.02,20.59,6.21
18/3/2022,14:30:00,Lettuce,3.89,26.7,16.64,17.49,6.17
18/3/2022,16:45:00,Lettuce,2.27,26.27,10.34,11.26,6.08
18/3/2022,19:15:00,Lettuce,0.59,31.1,17.32,19.22,6.02
19/3/2022,7:15:00,Lettuce,0.6,30.37,13.59,13.81,6.23
19/3/2022,9:30:00,Lettuce,2.68,27.4,14.11,20.67,6.55
19/3/2022,12:00:00,Lettuce,5.99,30.49,14.71,10.1,6.79
19/3/2022,14:30:00,Lettuce,3.11,28.44,14.15,14.57,6.85
19/3/2022,16:45:00,Lettuce,1.41,29.07,11.98,17.83,6.34
19/3/2022,19:15:00,Lettuce,0.5,29.89,21.04,9.87,6.84
20/3/2022,7:15:00,Lettuce,0.5,31,13.69,11.48,6.87
20/3/2022,9:30:00,Lettuce,2.27,31.52,18.91,15.94,6.89
20/3/2022,12:00:00,Lettuce,5.14,31.41,15.88,14.76,6.62
20/3/2022,14:30:00,Lettuce,4.11,25.74,11.99,4.15,6.44
20/3/2022,16:45:00,Lettuce,1.59,32.29,13.13,19.52,6.42
20/3/2022,19:15:00,Lettuce,0.35,30.21,14.45,18.93,6.92
21/3/2022,7:15:00,Lettuce,0.46,30.97,13.97,15.41,6.6
21/3/2022,9:30:00,Lettuce,1.52,32.62,14.31,13.56,6.04
21/3/2022,12:00:00,Lettuce,4.99,31.64,16.1,12.34,6.34
21/3/2022,14:30:00,Lettuce,3.12,28.43,8.2,20.67,6.68
21/3/2022,16:45:00,Lettuce,2.2,27.38,9.89,12.69,6.24
21/3/2022,19:15:00,Lettuce,0.65,33.09,17.7,23.82,6.5
22/3/2022,7:15:00,Lettuce,0.74,28.33,16.15,14.88,6.13
22/3/2022,9:30:00,Lettuce,2.25,30.36,13.58,9.67,6.34
22/3/2022,12:00:00,Lettuce,5.59,27.68,10.29,10.16,6.66
22/3/2022,14:30:00,Lettuce,4.23,26.46,11.25,17.9,6.08
22/3/2022,16:45:00,Lettuce,1.52,26.36,15.45,20.01,6.71
22/3/2022,19:15:00,Lettuce,0.33,28.35,18.84,16.75,6.53
23/3/2022,7:15:00,Lettuce,0.84,29.37,16.91,11.4,6.11
23/3/2022,9:30:00,Lettuce,1.61,27.72,18.04,17.11,6.94
23/3/2022,12:00:00,Lettuce,4.2,29.66,15.87,14.84,6.2
23/3/2022,14:30:00,Lettuce,4.53,26.29,18.84,20.49,6.26
23/3/2022,16:45:00,Lettuce,1.03,29.37,18.26,12.09,6.21
23/3/2022,19:15:00,Lettuce,0.54,28.99,16.12,13.5,6.46
24/3/2022,7:15:00,Lettuce,0.69,27.81,15.33,19.52,6.04
24/3/2022,9:30:00,Lettuce,2.91,27.48,17.69,19.56,6.35
24/3/2022,12:00:00,Lettuce,5.73,27.62,13.64,18.78,6.49
24/3/2022,14:30:00,Lettuce,4.36,26.46,9.6,15.87,6.85
24/3/2022,16:45:00,Lettuce,1.41,29.44,12.64,8.09,6.56
24/3/2022,19:15:00,Lettuce,0.75,27.18,14.41,12.35,6.93
25/3/2022,7:15:00,Lettuce,0.67,27.21,12.95,16.51,6.78
25/3/2022,9:30:00,Lettuce,2.17,28.46,15.03,8.41,6.1
25/3/2022,12:00:00,Lettuce,4.07,31.36,14.07,11.16,6.55
25/3/2022,14:30:00,Lettuce,3.8,28.49,13.12,15.54,6.27
25/3/2022,16:45:00,Lettuce,2.21,29.69,10.28,15.63,6.4
25/3/2022,19:15:00,Lettuce,0.37,28,15.82,18.82,6.86
26/3/2022,7:15:00,Lettuce,0.72,28.97,17.06,12.21,6.18
26/3/2022,9:30:00,Lettuce,2.86,25.2,15.43,17.94,6.1
26/3/2022,12:00:00,Lettuce,5.71,34.02,15.68,12.74,6.51
26/3/2022,14:30:00,Lettuce,4.62,32.61,15.98,12.1,6.2
26/3/2022,16:45:00,Lettuce,1.66,27.6,12.04,13.43,6.83
26/3/2022,19:15:00,Lettuce,0.23,22.98,14.77,13.53,6.58
27/3/2022,7:15:00,Lettuce,0.44,28.38,15.75,15.52,6.07
27/3/2022,9:30:00,Lettuce,1.89,32.5,16.61,17.58,6.57
27/3/2022,12:00:00,Lettuce,5.09,31.33,13.86,16.88,6.59
27/3/2022,14:30:00,Lettuce,4.52,31.2,19.17,12.61,6.47
27/3/2022,16:45:00,Lettuce,2.34,28.94,11.31,18.78,6.18
27/3/2022,19:15:00,Lettuce,0.72,24.3,12.13,18.87,6.24
28/3/2022,7:15:00,Lettuce,0.67,29.23,14.54,17.43,6.18
28/3/2022,9:30:00,Lettuce,2.44,22.77,10.66,12.22,6.09
28/3/2022,12:00:00,Lettuce,4.34,30.99,17.11,15.11,6.29
28/3/2022,14:30:00,Lettuce,4.45,25.23,7.93,15.04,6.97
28/3/2022,16:45:00,Lettuce,2.2,28.26,14,10.87,6.77
28/3/2022,19:15:00,Lettuce,0.42,30.89,15.51,17.3,6.8
29/3/2022,7:15:00,Lettuce,0.61,25.71,16.63,17.64,6.28
29/3/2022,9:30:00,Lettuce,1.7,27.91,14.81,14.26,6.18
29/3/2022,12:00:00,Lettuce,4.73,28.71,16.07,14.7,6.61
29/3/2022,14:30:00,Lettuce,4.11,27.62,11.02,16.89,6.88
29/3/2022,16:45:00,Lettuce,1.09,30.23,12.44,10.79,6.33
29/3/2022,19:15:00,Lettuce,0.31,28.04,16.17,21.64,6.38
30/3/2022,7:15:00,Lettuce,0.44,25.45,18.34,12.57,6.34
30/3/2022,9:30:00,Lettuce,1.77,28.29,13.93,15.28,6.04
30/3/2022,12:00:00,Lettuce,4.78,28.89,19.21,12.44,6.67
30/3/2022,14:30:00,Lettuce,3.28,29.43,14.87,15.67,6.88
30/3/2022,16:45:00,Lettuce,1.21,28.96,10.17,15.85,6.54
30/3/2022,19:15:00,Lettuce,0.51,27.54,12.19,17.54,7
1/4/2022,7:15:00,Lettuce,0.83,33.11,15.95,17.56,6.35
1/4/2022,9:30:00,Lettuce,3.26,31.32,5.08,12.62,7
1/4/2022,12:00:00,Lettuce,5.48,34.79,12.74,13.14,6.16
1/4/2022,14:30:00,Lettuce,6.36,29.69,11.35,16.83,6.01
1/4/2022,16:45:00,Lettuce,2.54,32.68,15.17,9.66,6.48
1/4/2022,19:15:00,Lettuce,1.14,36.24,15.04,7.33,6.79
2/4/2022,7:15:00,Lettuce,1.16,31.21,13.16,12.55,6.7
2/4/2022,9:30:00,Lettuce,2.38,36.58,16.66,12.02,6.27
2/4/2022,12:00:00,Lettuce,7.49,30.87,12.33,17.91,6.42
2/4/2022,14:30:00,Lettuce,4.6,29.2,9.15,12.89,6.58
2/4/2022,16:45:00,Lettuce,2.27,34.53,3.87,15.33,6.86
2/4/2022,19:15:00,Lettuce,0.99,36.4,4.91,6.65,6.73
3/4/2022,7:15:00,Lettuce,0.52,35.58,17.31,19.08,6.87
3/4/2022,9:30:00,Lettuce,3.99,36.28,11.7,11.92,6.76
3/4/2022,12:00:00,Lettuce,5.65,28.15,19.54,14.71,6.55
3/4/2022,14:30:00,Lettuce,5.93,29.28,14.25,14.45,6.73
3/4/2022,16:45:00,Lettuce,4.87,29.32,14.54,11.18,6.16
3/4/2022,19:15:00,Lettuce,1.45,35.95,9.44,16.44,6.46
4/4/2022,7:15:00,Lettuce,0.78,37.09,0.84,18.4,6.91
4/4/2022,9:30:00,Lettuce,3.08,29.31,19.98,15.59,6.86
4/4/2022,12:00:00,Lettuce,7.25,37.81,16.23,13.6,6.2
4/4/2022,14:30:00,Lettuce,5.2,35.05,10.11,15.79,6.76
4/4/2022,16:45:00,Lettuce,4.99,32.09,3.41,17.43,6.12
4/4/2022,19:15:00,Lettuce,1.38,34.51,4.36,12.11,6.38
5/4/2022,7:15:00,Lettuce,0.76,37.19,10.76,17.12,6.08
5/4/2022,9:30:00,Lettuce,2.36,37.31,10.62,12.31,6.56
5/4/2022,12:00:00,Lettuce,6.01,37.13,19.92,17.26,6.52
5/4/2022,14:30:00,Lettuce,5.98,31.83,1.26,13.06,6.1
5/4/2022,16:45:00,Lettuce,3.53,36.78,15.3,9.14,6.34
5/4/2022,19:15:00,Lettuce,1.12,33.77,14.59,14.03,6.25
6/4/2022,7:15:00,Lettuce,1.14,32.8,3.78,16.8,6.96
6/4/2022,9:30:00,Lettuce,3.93,30.99,3.24,16.93,6.21
6/4/2022,12:00:00,Lettuce,6.12,33.2,12.6,12.37,6.75
6/4/2022,14:30:00,Lettuce,6.96,36.22,1.95,14.21,6.9
6/4/2022,16:45:00,Lettuce,2.18,33.38,2.22,16.5,6.2
6/4/2022,19:15:00,Lettuce,0.99,33.09,1.48,15.37,6.03
7/4/2022,7:15:00,Lettuce,0.58,28.41,9.4,14,6.79
7/4/2022,9:30:00,Lettuce,3.59,29.38,2.22,12.11,6.2
7/4/2022,12:00:00,Lettuce,6.07,30.29,1.29,10.98,6.21
7/4/2022,14:30:00,Lettuce,4.5,29.31,9.82,14.39,6.5
7/4/2022,16:45:00,Lettuce,2.08,29.37,8.4,16.85,6.49
7/4/2022,19:15:00,Lettuce,1.31,36.75,17.32,22.88,6.43
8/4/2022,7:15:00,Lettuce,0.7,37.34,0.58,19.71,6.86
8/4/2022,9:30:00,Lettuce,2.3,35.62,10.73,15.93,6.03
8/4/2022,12:00:00,Lettuce,7.52,35.95,18.43,10.46,6.09
8/4/2022,14:30:00,Lettuce,6.68,35.47,15.34,13.31,6.75
8/4/2022,16:45:00,Lettuce,2.97,35.88,2.08,11.99,6.96
8/4/2022,19:15:00,Lettuce,1.08,31.89,16.96,8.71,6.44
9/4/2022,7:15:00,Lettuce,1.3,32.12,4.7,13.52,6.35
9/4/2022,9:30:00,Lettuce,3.34,28.68,7.74,12.46,6.13
9/4/2022,12:00:00,Lettuce,5.25,35.05,11.44,14.93,6.22
9/4/2022,14:30:00,Lettuce,5.18,29.19,2.92,14.69,6.75
9/4/2022,16:45:00,Lettuce,4.79,36.87,11.98,13.82,6.34
9/4/2022,19:15:00,Lettuce,0.68,35.37,7.74,19.06,6.87
10/4/2022,7:15:00,Lettuce,1.19,30.54,7.91,14.83,6.5
10/4/2022,9:30:00,Lettuce,3.65,28.25,15.67,11.67,6.94
10/4/2022,12:00:00,Lettuce,7.12,37.72,16.64,18.56,6.84
10/4/2022,14:30:00,Lettuce,6.65,30.53,17.35,13.58,6.63
10/4/2022,16:45:00,Lettuce,3.39,29.37,8.17,12.21,6.02
10/4/2022,19:15:00,Lettuce,0.65,31.23,0.95,17.01,6.15
11/4/2022,7:15:00,Lettuce,0.91,37.95,6.48,11.61,6.49
11/4/2022,9:30:00,Lettuce,2.89,35.47,3.46,13.82,6.33
11/4/2022,12:00:00,Lettuce,5.21,29.71,14.7,14.9,6.18
11/4/2022,14:30:00,Lettuce,6.81,32.22,17.2,18.64,6.99
11/4/2022,16:45:00,Lettuce,2.94,37.48,7.12,13.2,6.18
11/4/2022,19:15:00,Lettuce,0.74,30.84,13.47,19.9,6.21
12/4/2022,7:15:00,Lettuce,0.86,36.52,9.65,11.7,6.38
12/4/2022,9:30:00,Lettuce,2.89,30.03,9.79,18.48,6.03
12/4/2022,12:00:00,Lettuce,7.95,28.12,15.86,14.81,6.36
12/4/2022,14:30:00,Lettuce,4.99,37.57,13.15,17.05,6.59
12/4/2022,16:45:00,Lettuce,4.02,36.95,1.01,12.88,6.82
12/4/2022,19:15:00,Lettuce,1.37,37.42,12.79,15.5,6.35
13/4/2022,7:15:00,Lettuce,1.05,29.4,7.2,12.7,6.06
13/4/2022,9:30:00,Lettuce,2.67,30.13,16.41,16.95,6.12
13/4/2022,12:00:00,Lettuce,7.99,32.64,4.86,17.17,6.45
13/4/2022,14:30:00,Lettuce,5.48,31.03,12.7,17.38,6.98
13/4/2022,16:45:00,Lettuce,3.5,30.42,0.14,14.17,6.21
13/4/2022,19:15:00,Lettuce,1.21,35.22,15.09,13.49,6.04
14/4/2022,7:15:00,Lettuce,1.43,34.9,10.46,18.72,6.16
14/4/2022,9:30:00,Lettuce,3.58,31.23,2.75,22.04,6.22
14/4/2022,12:00:00,Lettuce,7.87,36.83,18.21,12.59,6.87
14/4/2022,14:30:00,Lettuce,6.87,32.94,4.09,17.19,6.99
14/4/2022,16:45:00,Lettuce,2.17,34.14,10.36,14.54,6.53
14/4/2022,19:15:00,Lettuce,1.12,33.14,4.73,18.1,6.64
15/4/2022,7:15:00,Lettuce,0.72,32.27,6.58,13.47,6.79
15/4/2022,9:30:00,Lettuce,3.96,35.91,17.85,16.72,6.36
15/4/2022,12:00:00,Lettuce,7.83,28.59,19.59,9.22,6.8
15/4/2022,14:30:00,Lettuce,6.92,33.02,6.82,12.97,6.05
15/4/2022,16:45:00,Lettuce,4.98,36.07,7.84,10.17,6.34
15/4/2022,19:15:00,Lettuce,1.38,35.43,14.91,12.49,6.64
16/4/2022,7:15:00,Lettuce,1.17,35.2,12.22,17.82,6.45
16/4/2022,9:30:00,Lettuce,3.29,30.86,12.36,14.57,6.27
16/4/2022,12:00:00,Lettuce,6.53,35.89,2.22,17.44,6
16/4/2022,14:30:00,Lettuce,6.87,30.45,4.55,13.71,6.94
16/4/2022,16:45:00,Lettuce,4.65,33.12,9.25,10.08,6.14
16/4/2022,19:15:00,Lettuce,1.2,33.76,11.93,12.44,6.2
17/4/2022,7:15:00,Lettuce,0.93,28.95,1.2,17.94,6.09
17/4/2022,9:30:00,Lettuce,3.3,33.86,8.37,13.79,6.23
17/4/2022,12:00:00,Lettuce,6.26,30.17,2.76,16.51,6.04
17/4/2022,14:30:00,Lettuce,4.69,37.98,10.1,17.96,6.85
17/4/2022,16:45:00,Lettuce,4.04,32.08,11.71,20.4,6.72
17/4/2022,19:15:00,Lettuce,1.12,37.69,10.9,19.48,6.88
18/4/2022,7:15:00,Lettuce,1.25,28.14,10.49,10.6,6.65
18/4/2022,9:30:00,Lettuce,2.93,30.34,14.93,14.07,6.88
18/4/2022,12:00:00,Lettuce,5.17,32.15,0.17,11.61,6.2
18/4/2022,14:30:00,Lettuce,4.18,35.78,3.13,17.75,6.65
18/4/2022,16:45:00,Lettuce,3.96,37.4,17.58,17.68,6.42
18/4/2022,19:15:00,Lettuce,0.92,32.06,10.79,6.87,6.82
19/4/2022,7:15:00,Lettuce,1.34,36.46,5.45,16.01,6.74
19/4/2022,9:30:00,Lettuce,2.98,36.26,0.36,16.22,6.34
19/4/2022,12:00:00,Lettuce,7.22,29.31,6.34,15.1,6.82
19/4/2022,14:30:00,Lettuce,5.56,28.5,18.44,16.46,6.9
19/4/2022,16:45:00,Lettuce,3.45,32.9,12.34,18.82,6.66
19/4/2022,19:15:00,Lettuce,0.79,34.46,6.37,15.68,6.64
20/4/2022,7:15:00,Lettuce,0.97,30.09,13.81,18.73,6.7
20/4/2022,9:30:00,Lettuce,3.43,33.13,12.31,15.68,6.13
20/4/2022,12:00:00,Lettuce,7.42,33.42,6.93,11.94,6.16
20/4/2022,14:30:00,Lettuce,5.23,30.17,9.67,8.79,6.59
20/4/2022,16:45:00,Lettuce,3.52,30.64,5.86,20.8,6.49
20/4/2022,19:15:00,Lettuce,1.25,29.1,1.16,13.9,6.95
21/4/2022,7:15:00,Lettuce,0.7,31.85,19.49,21.46,6.93
